Ломбардный список БР,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во купонов в год,Амортизируемость,Конвертация,Закрытая подписка,target,not_isin,Encumbrance,Дата начала размещения_dow,Дата ближ. возм. погаш._dow,Дата погашения_dow,Дата окончания размещения_dow,Дата регистрации_dow,Дата гос. рег-ции/присвоения_dow,Дата ближ. купона_year,Дата ближ. купона_dow,Дата начала размещения_day,Дата ближ. возм. погаш._year,Дата ближ. возм. погаш._day,Дата погашения_year,Дата погашения_day,Дата окончания размещения_day,Дата регистрации_day,Дата гос. рег-ции/присвоения_day,Дата ближ. купона_day,Дата ближ. возм. погаш._month,Дата ближ. купона_month,Дата гос. рег-ции/присвоения_month,Дата гос. рег-ции/присвоения_year,Дата начала размещения_month,Дата начала размещения_year,Дата окончания размещения_month,Дата окончания размещения_year,Дата погашения_month,Дата регистрации_month,Дата регистрации_year,Статус,"Состояние бумаги, eng.",CFI,Страна заемщика,Сектор заемщика,Регион эмитента,Сектор эмитента,Срок обращения,Тип купона,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Гос. гарантия,Индексируемость номинала,Вид обеспечения,Старшинство секьюритизации,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Рейтинг агрег,pca_1,pca_2,pca_3,target
0,2,5,10,4,0,0,0,1,0,1,1,1,1,3,1,1,2023,1,26,2024,22,2024,22,14,14,14,25,10,4,9,2021,10,2021,9,2023,10,9,2021,Дефолт,In placement,DBFUFB,RU,Ритейл,г.Москва,Ритейл,Краткосрочные,Постоянный,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192154,-2019.828481848008,-15.580194723427724,1
0,2,5,10,4,1,0,1,0,0,1,3,2,2,3,6,6,2023,2,2,2029,22,2029,22,2,22,22,31,8,5,5,2022,6,2022,6,2022,8,5,2022,В обращении,Placed,DBVGFB,RU,Строительство,Тульская область,Строительство,Долгосрочные,Переменный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-628699.1073200429,-2019.7062535947384,-15.579222225879652,0
0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,6,6,2023,3,2,2021,20,2023,31,2,5,5,31,1,8,10,2014,6,2016,6,2016,8,10,2014,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Долгосрочные,Постоянный,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,Структурно-инвестиционные,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,99361300.88345781,-661.7221535553534,-4.878506161733199,0
0,1,1,1,2,0,0,0,0,0,0,1,2,2,1,2,2,2023,2,6,2023,17,2033,4,6,24,24,17,5,5,10,2018,11,2018,11,2018,5,10,2018,В обращении,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1072994678,-2021.281015894611,-15.585330568030692,0
0,2,5,10,4,0,0,0,0,0,0,1,1,1,1,3,3,2023,1,16,2025,12,2025,12,16,4,4,16,8,5,8,2022,8,2022,8,2022,8,8,2022,В обращении,Placed,DBFUFB,RU,Строительство,г.Санкт-Петербург,Строительство,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,A(RU),-637699.107316574,-2020.1323314799497,-15.666845623554273,0
0,2,5,10,4,0,0,1,1,1,0,2,5,5,2,0,6,2023,6,22,2034,22,2034,22,22,20,25,19,7,3,12,2022,7,2009,7,2009,7,7,2009,Дефолт,Placed,DBFUFB,RU,Финанс.сервисы,Республика Татарстан,Финанс.сервисы,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,2,5,10,4,0,0,0,0,0,0,0,0,0,1,1,1,2023,0,21,2025,17,2025,17,21,14,14,22,2,5,12,2021,2,2022,2,2023,2,12,2021,В обращении,Placed,DBFGFB,RU,Недвижимость,Краснодарский край,Недвижимость,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-637699.1073233002,-2019.5274190867963,-15.690578682605244,0
0,2,5,10,4,1,0,0,0,0,0,2,2,2,2,2,2,2023,2,28,2025,22,2025,22,28,21,21,26,1,4,7,2021,7,2021,7,2021,1,7,2021,В обращении,Placed,DBFUFB,RU,Ритейл,Свердловская область,Ритейл,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1074351517,-2011.2949455533133,-15.99859253554695,0
0,2,5,10,1,0,0,0,1,0,0,0,0,0,0,0,0,2023,6,22,2058,12,2065,10,22,25,25,19,8,3,7,2016,8,2016,8,2016,8,7,2016,Дефолт,Placed,DBFUFB,RU,Строительство,Тверская область,Строительство,Долгосрочные,Фиксированный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,Концессионные,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-628699.1073200675,-2019.7062848048542,-15.579252303848948,1
1,2,5,9,2,0,0,0,0,0,0,3,3,3,0,1,1,2023,3,25,2023,20,2029,12,29,16,16,20,4,4,4,2019,4,2019,4,2019,4,4,2019,В обращении,Placed,DBVUFB,RU,Недвижимость,г.Москва,Недвижимость,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,M,НЕТ,НЕТ,A(RU),-637699.1073023122,-2021.0746434711039,-15.62638834102662,0
0,0,0,0,4,0,0,0,0,0,0,1,1,1,3,6,6,2023,1,3,2023,30,2029,20,12,20,20,30,5,5,10,2019,12,2019,12,2019,11,10,2019,В обращении,Placed,DBVUFB,RU,Ритейл,Свердловская область,Ритейл,Долгосрочные,Плавающий,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073193441,-2019.8180656664895,-15.568664070504452,0
0,2,5,8,2,0,0,0,0,0,0,1,2,1,1,2,2,2023,1,26,2021,9,2024,19,26,20,20,21,6,3,3,2019,3,2019,3,2019,3,3,2019,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073180675,-2019.911931508349,-15.66965197952665,0
0,2,5,10,2,0,0,0,1,0,0,2,2,2,2,2,2,2023,6,13,2020,6,2020,6,13,1,1,19,5,3,4,2015,5,2015,5,2015,5,4,2015,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Переменный,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192408,-2019.828502735329,-15.580191539382778,1
0,2,5,10,4,1,0,1,0,0,0,3,0,0,3,0,0,2023,6,15,2047,25,2047,25,15,8,8,26,3,3,12,2014,1,2015,1,2015,3,12,2014,В обращении,Placed,DGVXFB,RU,Банки,г.Москва,Фин.сервис - ИА,Долгосрочные,Ипотечный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка закрытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Младший обеспеченный,C,НЕТ,НЕТ,NAN,-637699.1073192288,-2019.82817943065,-15.580218542444513,0
0,2,5,10,4,0,0,0,0,0,0,6,6,6,3,3,3,2023,6,15,2023,12,2029,2,19,17,17,12,3,3,10,2019,12,2019,12,2019,12,10,2019,В обращении,Placed,DBVUFB,RU,Транспорт,Приморский край,Транспорт,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073162655,-2020.0439262222803,-15.81638198784341,0
0,2,5,10,4,1,0,0,0,0,1,0,0,0,0,1,1,2023,1,8,2024,5,2024,5,8,22,22,9,2,5,12,2020,2,2021,2,2021,2,12,2020,В обращении,Placed,DBFUFB,RU,Ритейл,г.Москва,Ритейл,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,BB(RU),-637699.1073311922,-2018.953219056978,-15.736736616047578,0
0,2,5,10,4,0,0,1,1,1,0,2,5,5,2,0,6,2023,6,22,2034,22,2034,22,22,20,25,19,7,3,12,2022,7,2009,7,2009,7,7,2009,Дефолт,Placed,DBFUFB,RU,Финанс.сервисы,Республика Татарстан,Финанс.сервисы,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,2,5,10,4,0,0,1,1,0,1,2,2,2,2,3,3,2023,2,22,2023,20,2023,20,23,29,29,22,9,3,7,2021,9,2021,3,2022,9,7,2021,Дефолт,Placed,DBFUFB,RU,ЖКХ,Республика Башкортостан,ЖКХ,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192157,-2019.8284820977108,-15.5801948517716,1
0,2,5,10,4,1,0,0,0,0,0,6,6,6,6,1,1,2023,6,21,2025,18,2025,18,21,2,2,21,5,5,11,2021,11,2021,11,2021,5,11,2021,В обращении,Placed,DBFGFB,RU,Финанс.сервисы,Удмуртская Республика,Финанс.сервисы,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта+Поручительство,416,M,НЕТ,ДА,ruBB+,-637699.1073301518,-2019.0264988221406,-15.701817983407572,0
0,2,5,10,4,1,0,0,0,0,1,0,2,0,0,6,6,2023,0,27,2022,28,2025,24,27,29,29,27,9,3,8,2021,9,2021,9,2021,3,8,2021,В обращении,Placed,DBFUFB,RU,Ритейл,Московская область,Ритейл,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,'ruBBB+,-637699.107322361,-2019.6066834009962,-15.697624770001399,0
0,2,5,10,6,1,0,0,0,0,1,6,5,0,3,1,1,2023,0,10,2023,30,2026,14,2,5,5,3,9,4,10,2021,10,2021,12,2021,9,10,2021,В обращении,Placed,DBVUFB,RU,Нефтегазовый,Республика Татарстан,Нефтегазовый,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,BB-(RU),-637699.1073102966,-2020.485182899625,-15.630871666853874,0
0,2,5,10,4,0,0,1,0,0,1,2,2,2,1,2,2,2023,2,17,2022,14,2024,13,12,3,3,15,9,3,3,2021,3,2021,7,2022,3,3,2021,В обращении,Placed,DBVUFB,RU,"Химпром, минудобрения",г.Санкт-Петербург,"Химпром, минудобрения",Краткосрочные,Переменный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192155,-2019.8284819264006,-15.580194769611746,0
0,2,5,10,12,1,0,0,0,0,1,6,3,3,2,2,2,2023,0,3,2027,2,2027,2,2,15,15,27,9,3,9,2021,10,2021,3,2022,9,9,2021,В обращении,Placed,DBFXFB,RU,Фин.сервис - Лизинг,г.Москва,Фин.сервис - Лизинг,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,BBB-(RU),-637699.1073411651,-2018.225981734726,-15.736974832685696,0
0,2,5,10,4,1,0,0,0,0,0,6,4,4,6,3,3,2023,3,27,2025,26,2025,26,27,17,17,1,12,6,12,2020,12,2020,12,2020,12,12,2020,В обращении,Placed,DNFXFR,RU,Государственные,Томская область,Государственные,Среднесрочные,Постоянный,RUB,Муни,Классические,"Да, после тестирования",certificated registered,Подписка открытая,Облигации органов исполнительной власти субъектов Российской Федерации и муниципальных образований,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,G,НЕТ,НЕТ,BBB(RU),-637699.1073082502,-2020.6424926923128,-15.622159611164662,0
0,2,5,10,12,1,0,0,0,0,1,2,6,0,2,6,6,2023,0,16,2024,4,2026,26,16,13,13,13,8,3,2,2022,2,2022,2,2022,1,2,2022,В обращении,Placed,DBVUFB,RU,Транспорт,г.Санкт-Петербург,Транспорт,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073293677,-2019.079160964495,-15.754048259697758,0
1,1,4,8,2,1,0,0,0,0,1,1,1,1,1,3,3,2023,1,22,2024,15,2024,15,22,17,17,18,10,4,10,2019,10,2019,10,2019,10,10,2019,В обращении,Placed,DBFUFB,RU,Транспорт,Московская область,Транспорт,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruAA-,-637699.1073067082,-2020.8078360837892,-15.592880279686385,0
0,0,0,0,2,0,0,0,0,0,1,2,2,2,2,1,1,2023,2,20,2023,19,2031,8,20,12,12,19,4,4,10,2021,10,2021,10,2021,10,10,2021,В обращении,Placed,DBVUFB,RU,Фин.сервис - Лизинг,г.Москва,Фин.сервис - Лизинг,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,'ruBBB+,-637699.1156032847,-1415.0873623194195,647.4176630650239,0
0,2,5,10,1,0,0,0,1,0,0,6,6,6,1,2,2,2023,6,12,2017,9,2025,30,14,25,25,19,4,3,2,2015,4,2015,4,2015,3,2,2015,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Долгосрочные,Переменный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192285,-2019.8284981946554,-15.58019288212694,1
0,2,5,10,2,0,0,1,0,0,0,6,3,1,6,2,2,2025,1,30,2019,25,2025,25,30,26,26,25,7,11,2,2014,3,2014,3,2014,11,2,2014,В обращении,Placed,DBVUFB,RU,Строительство,г.Санкт-Петербург,Строительство,Долгосрочные,Переменный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192194,-2019.8285035533636,-15.580212677184756,0
1,2,5,10,2,0,0,0,0,0,0,3,3,3,3,6,6,2023,3,10,2026,4,2026,4,10,6,6,8,6,6,6,2021,6,2021,6,2021,6,6,2021,В обращении,Placed,DBFUFB,RU,Машиностроение,г.Москва,Машиностроение,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruAA,-637699.1073078578,-2020.6685468746764,-15.641578218820653,0
0,0,0,0,1,0,0,0,0,0,0,3,3,4,3,6,6,2023,0,26,2022,29,2033,30,26,27,27,25,12,9,8,2017,9,2019,9,2019,12,8,2017,В обращении,Placed,DBVSFB,RU,Финанс.сервисы,г.Санкт-Петербург,Финанс.сервисы,Долгосрочные,Плавающий,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,Прочие активы,Концессионные+Зеленые,НЕТ,НЕТ,Залог,Старший обеспеченный,M,НЕТ,НЕТ,ruAA-,-637699.1074010986,-2013.8504114449102,-9.026167535550652,0
0,2,5,10,2,0,0,0,0,0,0,6,6,6,3,6,6,2023,6,3,2023,28,2028,21,14,20,20,28,5,5,5,2018,6,2018,6,2018,5,5,2018,В обращении,Placed,DBVUFB,RU,"Фин.сервис - ИК, ФК",г.Москва,"Фин.сервис - ИК, ФК",Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192292,-2019.828501525517,-15.58020244994025,0
0,2,5,10,12,1,0,0,0,0,1,1,0,6,1,6,6,2023,6,3,2021,22,2023,12,3,1,1,19,11,3,12,2019,12,2019,12,2019,11,12,2019,В обращении,Placed,DBVUFB,RU,Ритейл,г.Москва,Ритейл,Среднесрочные,Плавающий,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,NAN,-628699.1073265896,-2019.2233684673192,-15.645409507170983,0
0,2,5,10,4,0,0,1,0,0,0,0,0,0,2,3,3,2023,0,23,2023,21,2023,21,20,19,19,22,8,5,8,2021,8,2021,10,2021,8,8,2021,В обращении,Placed,DBFUFB,RU,Пищевая промышленность и с/х,Ростовская область,Пищевая промышленность и с/х,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192155,-2019.8284819728165,-15.580194793204031,0
0,2,5,10,4,0,0,1,0,0,0,1,1,1,6,1,1,2023,1,25,2023,22,2023,22,6,11,11,23,8,5,8,2020,8,2020,9,2020,8,8,2020,В обращении,Placed,DBFGFB,RU,"Путешествия, досуг",Оренбургская область,"Путешествия, досуг",Краткосрочные,Прочий,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-637699.1073192138,-2019.8284831313333,-15.580189374250994,0
0,0,0,0,4,0,0,0,0,0,1,3,3,3,3,0,0,2023,3,4,2025,27,2025,27,4,1,1,1,2,6,3,2021,3,2021,3,2021,2,3,2021,В обращении,Placed,DBFUFB,RU,Металлургический,г.Москва,Металлургический,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA,-637699.1073632024,-2016.6202065715054,-12.06275438033058,0
0,2,5,10,1,0,0,0,1,0,0,0,0,0,0,0,0,2023,6,2,2021,29,2021,29,2,26,26,19,3,3,3,2018,4,2018,4,2018,3,3,2018,Дефолт,Placed,DBFUFB,RU,"Фин.сервис - ИК, ФК",г.Москва,"Фин.сервис - ИК, ФК",Краткосрочные,Постоянный,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,ДА,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192231,-2019.8284903423562,-15.580206763986672,1
0,2,5,10,4,0,0,1,1,1,0,2,5,5,2,0,6,2023,6,22,2034,22,2034,22,22,20,25,19,7,3,12,2022,7,2009,7,2009,7,7,2009,Дефолт,Placed,DBFUFB,RU,Финанс.сервисы,Республика Татарстан,Финанс.сервисы,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,2,5,10,2,0,0,0,1,0,0,0,0,0,2,3,3,2023,6,28,2021,19,2021,19,14,12,12,19,4,3,12,2013,4,2014,5,2014,4,12,2013,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Переменный,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192406,-2019.8285100399248,-15.580210154109787,1
0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,3,3,2023,3,2,2025,29,2032,20,2,19,19,1,5,6,5,2022,6,2022,6,2022,5,5,2022,В обращении,Placed,DBVUFB,RU,Машиностроение,Свердловская область,Машиностроение,Долгосрочные,Плавающий,RUB,Корп,Биржевые,Нет,Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,'ruBBB+,-637699.1073610877,-2016.7717643509345,-12.228912970166004,0
0,2,5,10,4,0,0,1,1,1,0,2,5,5,2,0,6,2023,6,22,2034,22,2034,22,22,20,25,19,7,3,12,2022,7,2009,7,2009,7,7,2009,Дефолт,Placed,DBFUFB,RU,Финанс.сервисы,Республика Татарстан,Финанс.сервисы,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,2,5,10,4,0,0,1,1,1,0,2,5,5,2,0,6,2023,6,22,2034,22,2034,22,22,20,25,19,7,3,12,2022,7,2009,7,2009,7,7,2009,Дефолт,Placed,DBFUFB,RU,Финанс.сервисы,Республика Татарстан,Финанс.сервисы,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
1,2,5,10,2,0,0,0,0,0,0,0,0,0,0,2,2,2023,0,2,2025,24,2025,24,2,26,26,28,2,8,2,2020,3,2020,3,2020,2,2,2020,В обращении,Placed,DBFUFB,RU,"Химпром, минудобрения",Пермский край,"Химпром, минудобрения",Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA+,-637699.1073083685,-2020.6730425961266,-15.636523081162814,0
0,2,5,10,2,0,0,0,0,0,1,2,2,2,2,6,6,2023,2,28,2025,24,2025,24,28,25,25,28,12,6,12,2022,12,2022,12,2022,12,12,2022,В обращении,Placed,DBFUFB,RU,Металлургический,Оренбургская область,Металлургический,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,A-(RU),-637699.1073126015,-2020.3185647749171,-15.660796684304911,0
0,2,5,10,2,0,0,1,0,0,0,3,3,3,3,2,2,2023,6,18,2025,26,2025,26,18,10,10,20,6,8,8,2022,8,2022,8,2022,6,8,2022,В обращении,Placed,DBVUFB,RU,Транспорт,Свердловская область,Транспорт,Краткосрочные,Переменный,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192137,-2019.8284849751954,-15.580185645387603,0
0,2,5,10,4,0,0,0,0,0,1,0,0,0,0,0,0,2023,0,7,2024,3,2024,3,7,31,31,5,6,6,5,2021,6,2021,6,2021,6,5,2021,В обращении,Placed,DBFUFB,RU,Пищевая промышленность и с/х,Саратовская область,Пищевая промышленность и с/х,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073101503,-2020.4945336842297,-15.642175018163714,0
1,1,1,1,2,0,0,0,0,0,0,6,6,6,6,2,2,2023,6,17,2025,9,2029,4,17,13,13,14,11,5,11,2019,11,2019,11,2019,11,11,2019,В обращении,Placed,DBVUFB,RU,Транспорт,г.Москва,Транспорт,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,AA+(RU),-637699.1073154715,-2020.1046697772942,-15.722426710535474,0
0,2,5,10,4,1,0,0,0,0,1,1,1,1,1,3,3,2023,1,20,2024,16,2024,16,20,25,25,18,4,4,3,2021,4,2021,4,2021,4,3,2021,В обращении,Placed,DBFUFB,RU,"Химпром, минудобрения",Ставропольский край,"Химпром, минудобрения",Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,M,НЕТ,ДА,ruBB,-637699.1073149468,-2020.1423755841595,-15.632698829954691,0
0,2,5,10,12,1,0,0,0,0,1,0,2,2,0,1,1,2023,6,25,2024,9,2024,9,25,19,19,19,10,3,10,2021,10,2021,10,2021,10,10,2021,В обращении,Placed,DBFUFB,RU,Пищевая промышленность и с/х,Новосибирская область,Пищевая промышленность и с/х,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073197731,-2019.7856063119696,-15.709659586402326,0
